book_id,isbn,title,author,publisher,publication_year,genre,pages,copies_total,copies_available,location,status
BK000227,978-7810786690,Principles of Art,Lisa Miller,Pearson,2007,Science,477,5,8,"Floor 2, Section B",Available
BK000228,978-8331324701,Introduction to Business,Donna Thomas,McGraw-Hill,2010,Computer Science,382,7,0,"Floor 1, Section A",Checked Out
BK000229,978-8494529913,Modern History,Michelle Allen,Wiley,2016,Literature,405,3,1,"Floor 3, Section C",Available
BK000230,978-8102186941,Advanced Computer Science,Helen Wright,McGraw-Hill,2005,Art,564,7,6,"Floor 1, Section A",Reserved
BK000231,978-4313280179,Principles of Mathematics,Daniel Walker,McGraw-Hill,2007,Art,210,3,3,"Floor 2, Section B",Reserved
BK000232,978-3953826997,Principles of Literature,Timothy Rodriguez,Cengage,2023,Computer Science,283,4,8,"Floor 3, Section A",Available
BK000233,978-4081138608,Modern Mathematics,Joshua Hill,Cambridge,2008,Science,451,7,3,"Floor 1, Section A",Available
BK000234,978-4677612189,Introduction to Art,Nancy Moore,Wiley,2006,Art,504,4,0,"Floor 2, Section C",Checked Out
BK000235,978-3340686254,Modern Art,William Garcia,Wiley,2021,History,398,4,4,"Floor 2, Section A",Reserved
BK000236,978-8662055806,Introduction to History,Dorothy Hernandez,Wiley,2014,Art,397,4,3,"Floor 1, Section B",Available
BK000237,978-1284016852,Principles of Literature,Joshua Harris,Oxford,2008,Business,346,7,5,"Floor 2, Section A",Checked Out
BK000238,978-5112821829,Modern Art,Mark Brown,Wiley,2012,Mathematics,580,3,0,"Floor 1, Section A",Available
BK000239,978-9657973948,Advanced Science,Betty Davis,Wiley,2020,History,348,4,4,"Floor 1, Section C",Available
BK000240,978-4334860687,Principles of Literature,Edward Lopez,Cambridge,2021,Business,573,3,0,"Floor 1, Section A",Reserved
BK000241,978-1540518638,Modern Computer Science,Deborah Garcia,Oxford,2014,Science,464,8,8,"Floor 3, Section C",Available
BK000242,978-3092013017,Advanced Computer Science,Lisa Lopez,Wiley,2011,History,318,7,5,"Floor 3, Section B",Available
BK000243,978-7584502359,Principles of Business,Ronald Clark,McGraw-Hill,2020,History,237,7,8,"Floor 3, Section A",Available
BK000244,978-7519127583,Introduction to Science,Ronald Scott,Wiley,2016,Mathematics,470,4,1,"Floor 3, Section C",Reserved
BK000245,978-3736889690,Introduction to Art,Deborah Nguyen,Wiley,2018,Business,240,5,8,"Floor 3, Section A",Available
BK000246,978-3527478365,Principles of Mathematics,Christopher Hill,Pearson,2021,Business,578,8,1,"Floor 1, Section B",Checked Out
BK000247,978-5794622394,Advanced Business,Nancy Clark,Oxford,2016,Mathematics,381,5,6,"Floor 2, Section B",Reserved
BK000248,978-2528965184,Modern Business,David Davis,Cengage,2011,Mathematics,590,8,6,"Floor 1, Section A",Available
BK000249,978-2324324537,Principles of History,Laura King,Pearson,2006,Computer Science,543,2,6,"Floor 2, Section B",Available
BK000250,978-1536752936,Introduction to Business,Elizabeth Wright,Pearson,2012,Business,241,1,0,"Floor 3, Section B",Available
BK000251,978-7813472470,Introduction to Mathematics,Helen Moore,Cengage,2024,Computer Science,503,3,1,"Floor 3, Section C",Available
BK000252,978-9856410592,Introduction to Science,Robert Thomas,Pearson,2016,Mathematics,237,2,2,"Floor 3, Section C",Available
BK000253,978-8272118406,Modern Business,David Robinson,Cengage,2005,Computer Science,322,2,8,"Floor 2, Section A",Available
BK000254,978-4695009149,Principles of Business,Ryan Johnson,Wiley,2012,Art,215,4,4,"Floor 2, Section B",Checked Out
BK000255,978-6860407675,Introduction to Art,Nancy Lopez,Wiley,2012,Business,422,1,4,"Floor 1, Section A",Available
BK000256,978-6347654100,Principles of Computer Science,Ruth Ramirez,McGraw-Hill,2006,History,525,6,1,"Floor 1, Section B",Reserved
BK000257,978-9522406090,Principles of History,Betty Anderson,Oxford,2017,Art,259,1,2,"Floor 2, Section C",Checked Out
BK000258,978-6522803921,Advanced Science,Lisa Lewis,Cambridge,2008,History,467,2,3,"Floor 2, Section A",Checked Out
BK000259,978-3547084044,Advanced Science,Jennifer Lopez,Oxford,2022,History,450,2,6,"Floor 3, Section B",Available
BK000260,978-1316337298,Introduction to Literature,Michelle Scott,Wiley,2007,Science,291,2,8,"Floor 1, Section B",Available
BK000261,978-7834691968,Advanced Business,Donna Davis,Oxford,2018,Science,300,5,3,"Floor 1, Section B",Checked Out
BK000262,978-1612084875,Introduction to Mathematics,Timothy White,Cengage,2009,Literature,556,1,2,"Floor 2, Section C",Reserved
BK000263,978-7896604783,Modern Mathematics,Brian Thompson,Oxford,2011,Art,359,7,2,"Floor 1, Section A",Available
BK000264,978-6022255470,Introduction to Science,Donald Perez,Pearson,2011,Mathematics,485,5,0,"Floor 3, Section A",Checked Out
BK000265,978-6340166405,Introduction to Mathematics,Joseph Gonzalez,Oxford,2015,Art,408,5,1,"Floor 3, Section A",Reserved
BK000266,978-5151587459,Advanced Computer Science,Helen Hill,Pearson,2019,Computer Science,455,7,8,"Floor 3, Section A",Available
BK000267,978-9634381617,Modern Mathematics,Kenneth Lopez,Wiley,2009,Science,494,1,6,"Floor 1, Section C",Reserved
BK000268,978-7396009148,Advanced Science,Karen Lopez,Cengage,2012,Business,293,6,1,"Floor 1, Section A",Reserved
BK000269,978-3903675492,Advanced Art,Jennifer Lewis,Cengage,2014,Mathematics,222,2,7,"Floor 1, Section C",Available
BK000270,978-4602227062,Modern History,Robert Walker,Cengage,2014,History,483,1,7,"Floor 2, Section A",Reserved
BK000271,978-3620967260,Modern Mathematics,Mary Perez,Wiley,2023,Mathematics,258,5,2,"Floor 2, Section A",Available
BK000272,978-9994966258,Advanced Science,Sharon White,Cengage,2019,Art,463,6,8,"Floor 3, Section A",Available
BK000273,978-3933778748,Modern Literature,Ruth Johnson,Oxford,2011,Science,373,7,2,"Floor 1, Section C",Available
BK000274,978-4347195544,Modern Art,Sarah Young,Cambridge,2013,Art,225,2,6,"Floor 3, Section C",Reserved
BK000275,978-4854840087,Modern History,Andrew Thompson,Oxford,2007,Mathematics,398,7,2,"Floor 2, Section A",Reserved
BK000276,978-6109197510,Principles of Science,Sandra Sanchez,Pearson,2007,Science,546,3,1,"Floor 1, Section C",Available
BK000277,978-5723994552,Principles of Science,Kimberly Smith,Cengage,2008,Mathematics,407,1,2,"Floor 2, Section A",Available
BK000278,978-8714809667,Principles of Computer Science,Matthew Nguyen,Cambridge,2008,History,455,1,2,"Floor 3, Section B",Checked Out
BK000279,978-5533050397,Principles of Art,Andrew Martinez,Pearson,2020,Science,392,2,3,"Floor 2, Section B",Available
BK000280,978-5091938174,Advanced Mathematics,Joshua Jackson,McGraw-Hill,2007,Computer Science,565,7,8,"Floor 2, Section B",Available
BK000281,978-7722736909,Principles of Art,Edward Jones,Oxford,2021,Business,226,5,0,"Floor 2, Section A",Available
BK000282,978-4043696894,Modern Literature,David Wright,Oxford,2018,Mathematics,597,5,5,"Floor 3, Section A",Available
BK000283,978-6474282735,Introduction to Mathematics,Jason Davis,Cengage,2023,History,554,2,6,"Floor 2, Section C",Checked Out
BK000284,978-1837861168,Principles of Science,Edward Martin,Pearson,2014,Literature,425,1,8,"Floor 2, Section C",Checked Out
BK000285,978-5345785569,Advanced Literature,Lisa Gonzalez,Oxford,2007,Business,264,6,6,"Floor 3, Section C",Available
BK000286,978-1423404795,Principles of Literature,Kevin Jackson,Cambridge,2015,Art,321,2,8,"Floor 1, Section B",Reserved
BK000287,978-8846357789,Introduction to Computer Science,Sandra Allen,Cambridge,2008,Mathematics,383,5,3,"Floor 1, Section A",Available
BK000288,978-4533111184,Modern History,Linda Thompson,McGraw-Hill,2019,Science,368,7,7,"Floor 2, Section C",Reserved
BK000289,978-3957899909,Introduction to Computer Science,Joseph Perez,Cambridge,2011,History,282,3,8,"Floor 1, Section B",Reserved
BK000290,978-8101355979,Advanced History,Thomas White,Cambridge,2019,Mathematics,459,2,3,"Floor 2, Section A",Available
BK000291,978-7115921672,Advanced Literature,Kimberly Torres,McGraw-Hill,2015,History,237,4,3,"Floor 1, Section B",Checked Out
BK000292,978-8500682562,Advanced Mathematics,Lisa King,Pearson,2018,Business,304,7,0,"Floor 2, Section A",Reserved
BK000293,978-1942172416,Principles of History,Deborah Miller,Pearson,2005,History,424,5,6,"Floor 1, Section C",Checked Out
BK000294,978-8936295027,Modern Mathematics,Timothy Martinez,McGraw-Hill,2017,Computer Science,306,1,8,"Floor 1, Section B",Available
BK000295,978-8736833736,Principles of Computer Science,Jennifer Wilson,Pearson,2010,Literature,336,5,7,"Floor 3, Section B",Available
BK000296,978-3249824190,Introduction to Business,Paul Wright,McGraw-Hill,2023,Literature,513,1,1,"Floor 2, Section A",Reserved
BK000297,978-6854284922,Principles of Computer Science,James Miller,Pearson,2009,Literature,315,4,0,"Floor 1, Section A",Available
BK000298,978-9773292002,Advanced Science,Paul Rodriguez,McGraw-Hill,2006,History,368,1,8,"Floor 2, Section B",Available
BK000299,978-7445948422,Principles of Art,Michelle Taylor,Oxford,2010,Literature,237,4,2,"Floor 1, Section A",Reserved
BK000300,978-5646764685,Advanced Computer Science,Steven Thomas,Cengage,2005,Computer Science,281,8,1,"Floor 1, Section B",Reserved
BK000301,978-2437742740,Principles of History,Joseph Ramirez,Oxford,2015,Art,275,1,4,"Floor 1, Section A",Available
BK000302,978-3227289373,Advanced Mathematics,Edward Williams,Cengage,2019,Art,395,6,0,"Floor 1, Section C",Reserved
BK000303,978-2028056817,Principles of Computer Science,Steven Wright,Cengage,2022,Computer Science,576,2,4,"Floor 1, Section A",Available
BK000304,978-1649486533,Introduction to Science,Ruth Rodriguez,Oxford,2014,Business,264,6,8,"Floor 1, Section B",Available
BK000305,978-6498732696,Modern Mathematics,Kenneth Allen,Cengage,2019,Literature,564,2,5,"Floor 2, Section B",Available
BK000306,978-4590746960,Introduction to Science,James Anderson,Wiley,2018,Literature,552,3,1,"Floor 2, Section A",Checked Out
BK000307,978-9687323674,Advanced Business,Andrew Thomas,Wiley,2009,Literature,362,7,1,"Floor 2, Section A",Available
BK000308,978-8271137709,Modern Mathematics,Ronald Robinson,Oxford,2005,History,240,3,5,"Floor 2, Section A",Checked Out
BK000309,978-3235911892,Advanced History,Dorothy Walker,Pearson,2016,Literature,538,4,7,"Floor 1, Section A",Available
BK000310,978-2370768788,Advanced Mathematics,Andrew Jones,Cengage,2023,Literature,295,7,3,"Floor 3, Section A",Reserved
BK000311,978-6479159748,Modern Literature,Jessica Thomas,Cengage,2017,Mathematics,306,5,2,"Floor 3, Section B",Available
BK000312,978-7132560033,Introduction to Literature,Thomas Lewis,Cengage,2015,Mathematics,279,6,5,"Floor 2, Section A",Available
BK000313,978-2237136873,Modern Science,George Gonzalez,Oxford,2015,Mathematics,591,6,5,"Floor 1, Section B",Available
BK000314,978-5471136712,Advanced Mathematics,Donna Brown,Oxford,2019,Science,259,1,4,"Floor 1, Section C",Checked Out
BK000315,978-9302973726,Modern Science,Ruth Walker,Pearson,2009,Art,261,7,2,"Floor 3, Section A",Available
BK000316,978-3863433035,Advanced History,Lisa Flores,Cambridge,2022,Literature,244,5,2,"Floor 1, Section C",Available
BK000317,978-7125716847,Modern Literature,Betty Brown,Wiley,2016,Science,505,5,5,"Floor 1, Section A",Checked Out
BK000318,978-4963180826,Principles of Literature,Lisa Allen,Cengage,2021,History,432,2,5,"Floor 3, Section B",Available
BK000319,978-3131980360,Principles of Art,Karen Taylor,McGraw-Hill,2012,History,379,4,0,"Floor 2, Section C",Checked Out
BK000320,978-3778554713,Advanced Art,Jeffrey Lee,Oxford,2018,Business,388,8,2,"Floor 2, Section C",Available
BK000321,978-2772523244,Modern Art,Matthew Wright,Wiley,2023,Art,398,3,5,"Floor 2, Section C",Available
BK000322,978-3186675558,Introduction to Science,Daniel Lewis,Cambridge,2021,Computer Science,204,5,5,"Floor 3, Section C",Available
BK000323,978-2180932888,Modern Art,Robert Lewis,Cengage,2018,History,336,4,2,"Floor 3, Section A",Reserved
BK000324,978-7044063416,Advanced History,Ryan Jackson,Cengage,2022,Science,460,8,7,"Floor 3, Section B",Checked Out
BK000325,978-7602936952,Introduction to Literature,Sandra Allen,McGraw-Hill,2013,History,422,5,4,"Floor 3, Section B",Available
BK000326,978-8076542649,Introduction to Computer Science,Helen Garcia,Wiley,2012,Art,343,4,3,"Floor 2, Section B",Reserved
BK000327,978-4645509696,Advanced Science,Timothy King,McGraw-Hill,2006,Business,424,2,0,"Floor 3, Section B",Available
BK000328,978-2298486457,Modern Science,Christopher Harris,Cengage,2016,Mathematics,292,6,6,"Floor 2, Section A",Checked Out
BK000329,978-3904053944,Introduction to Business,Lisa Anderson,McGraw-Hill,2016,Computer Science,319,3,7,"Floor 1, Section C",Reserved
BK000330,978-4555239773,Principles of Business,Sarah Martin,Oxford,2017,Mathematics,284,4,0,"Floor 3, Section C",Reserved
BK000331,978-4366293539,Principles of Science,Helen Torres,Pearson,2015,Computer Science,443,2,3,"Floor 1, Section A",Checked Out
BK000332,978-7279203796,Advanced Art,Susan White,Oxford,2023,Literature,388,4,1,"Floor 2, Section C",Available
BK000333,978-2979488610,Modern Literature,Matthew Robinson,Cengage,2013,Computer Science,516,4,6,"Floor 3, Section A",Available
BK000334,978-2305190194,Introduction to Computer Science,Jennifer Nguyen,Oxford,2006,Mathematics,363,7,2,"Floor 1, Section B",Checked Out
BK000335,978-5490739392,Advanced Science,Mark Wilson,Oxford,2005,History,447,5,7,"Floor 1, Section B",Reserved
BK000336,978-9443388445,Introduction to Mathematics,Jennifer Williams,McGraw-Hill,2015,Computer Science,257,2,2,"Floor 2, Section C",Reserved
BK000337,978-1457325783,Modern Art,Sandra Martinez,Cambridge,2012,Business,485,4,5,"Floor 3, Section B",Checked Out
BK000338,978-4031607069,Advanced Science,Sarah Wright,Cengage,2015,Business,371,1,5,"Floor 2, Section A",Checked Out
BK000339,978-4033835512,Introduction to Business,Mark Lewis,Cambridge,2019,Mathematics,486,5,1,"Floor 1, Section A",Reserved
BK000340,978-2314402609,Principles of Art,Anthony Jackson,McGraw-Hill,2007,Art,450,2,3,"Floor 3, Section A",Reserved
BK000341,978-8722159557,Advanced Science,Carol Martinez,Cambridge,2008,Mathematics,272,2,6,"Floor 3, Section A",Available
BK000342,978-1911748000,Advanced Science,Thomas Davis,Cambridge,2013,Literature,201,1,7,"Floor 3, Section C",Checked Out
BK000343,978-4725695488,Principles of Business,Sandra Young,Wiley,2006,History,244,2,0,"Floor 2, Section A",Reserved
BK000344,978-3234749247,Introduction to Mathematics,Betty Hill,Pearson,2009,Business,301,7,6,"Floor 3, Section B",Available
BK000345,978-3498430527,Modern Mathematics,Ronald Davis,Cengage,2020,Science,423,1,8,"Floor 3, Section C",Available
BK000346,978-3791705922,Introduction to Business,Patricia Thompson,Pearson,2010,Mathematics,462,3,4,"Floor 1, Section C",Available
BK000347,978-8037740897,Modern Mathematics,Sandra Taylor,Oxford,2017,Art,272,7,6,"Floor 1, Section C",Checked Out
BK000348,978-4105501217,Modern Art,George Brown,Cambridge,2020,Business,299,8,1,"Floor 1, Section B",Available
BK000349,978-7398531786,Introduction to Mathematics,Lisa Martinez,Oxford,2005,Art,209,8,8,"Floor 1, Section A",Available
BK000350,978-2215464794,Modern Art,Michael Clark,Pearson,2021,Mathematics,340,8,5,"Floor 2, Section C",Available
BK000351,978-4805647496,Introduction to History,Lisa Ramirez,Oxford,2010,Literature,207,7,0,"Floor 1, Section B",Available
BK000352,978-1574074459,Advanced Science,Dorothy Hill,Oxford,2006,Science,516,6,2,"Floor 3, Section A",Available
BK000353,978-4218083544,Principles of Science,Patricia Williams,McGraw-Hill,2022,Literature,596,2,0,"Floor 3, Section A",Available
BK000354,978-8013184352,Modern Literature,Robert Wright,McGraw-Hill,2022,Mathematics,468,4,1,"Floor 1, Section C",Available
BK000355,978-1317591682,Advanced History,Steven Martin,McGraw-Hill,2010,Mathematics,232,6,7,"Floor 2, Section A",Reserved
BK000356,978-1971813452,Introduction to Computer Science,Ryan Flores,Pearson,2022,Literature,523,3,1,"Floor 1, Section A",Available
BK000357,978-5694092730,Advanced Computer Science,Kevin Hill,Cambridge,2014,Business,227,7,3,"Floor 1, Section C",Available
BK000358,978-7666252933,Modern Science,Richard Moore,Wiley,2006,Literature,457,6,8,"Floor 2, Section C",Available
BK000359,978-3426427252,Advanced Computer Science,Sharon Allen,Pearson,2018,Business,307,1,3,"Floor 2, Section C",Checked Out
BK000360,978-3935439861,Introduction to Mathematics,Joseph Ramirez,McGraw-Hill,2018,Literature,219,4,3,"Floor 1, Section C",Reserved
BK000361,978-2755080372,Principles of Literature,Kimberly Perez,Pearson,2008,Mathematics,304,5,1,"Floor 2, Section B",Reserved
BK000362,978-9549523088,Introduction to Art,Linda Taylor,Cengage,2013,Computer Science,410,4,0,"Floor 2, Section B",Available
BK000363,978-1706942843,Advanced Computer Science,David Lewis,Wiley,2006,Art,493,3,4,"Floor 2, Section C",Reserved
BK000364,978-9578179137,Advanced Mathematics,Sandra Walker,Cengage,2006,Business,247,6,5,"Floor 3, Section A",Available
BK000365,978-8221058276,Advanced Art,Donna Ramirez,Cengage,2008,Mathematics,216,2,6,"Floor 2, Section B",Available
BK000366,978-9695893007,Introduction to Science,Anthony Moore,Cambridge,2010,Business,446,2,6,"Floor 2, Section A",Reserved
BK000367,978-3466343231,Advanced Art,Anthony Brown,Cambridge,2015,Business,307,4,4,"Floor 3, Section A",Available
BK000368,978-6988539971,Principles of Literature,Donald Wilson,Pearson,2007,Literature,446,2,8,"Floor 3, Section B",Reserved
BK000369,978-9392120954,Introduction to Art,Betty Anderson,Pearson,2023,Mathematics,600,7,2,"Floor 3, Section C",Available
BK000370,978-3229060238,Modern Art,Andrew Flores,Cengage,2015,Mathematics,394,5,2,"Floor 3, Section C",Checked Out
BK000371,978-8163992276,Principles of Business,Barbara Thompson,Pearson,2013,Computer Science,395,2,6,"Floor 2, Section A",Reserved
BK000372,978-5662953840,Principles of History,Kevin Jones,Cambridge,2013,Science,239,4,2,"Floor 3, Section C",Reserved
BK000373,978-4879316329,Advanced History,Christopher Davis,Oxford,2022,Mathematics,427,3,6,"Floor 2, Section B",Checked Out
BK000374,978-5976922801,Modern Computer Science,Sarah Gonzalez,Pearson,2005,Business,303,2,3,"Floor 1, Section A",Available
BK000375,978-2054705005,Modern Mathematics,Timothy Anderson,Oxford,2007,Science,239,4,4,"Floor 3, Section A",Available
BK000376,978-5133823035,Modern Art,Susan Gonzalez,Cambridge,2022,Science,321,3,5,"Floor 2, Section A",Available
BK000377,978-9914278433,Principles of Mathematics,Andrew Robinson,Oxford,2017,Business,320,3,5,"Floor 1, Section A",Reserved
BK000378,978-8619379685,Modern Computer Science,Michael Anderson,Pearson,2018,Business,474,5,3,"Floor 1, Section A",Checked Out
BK000379,978-5146002671,Modern Art,John Moore,Oxford,2019,Art,518,4,2,"Floor 1, Section B",Reserved
BK000380,978-5380893785,Advanced Literature,Kimberly Miller,Cengage,2005,History,258,6,1,"Floor 3, Section A",Checked Out
BK000381,978-4908580918,Principles of History,Sarah Garcia,Wiley,2017,Business,491,1,6,"Floor 1, Section B",Available
BK000382,978-5149828073,Modern Computer Science,Richard Anderson,McGraw-Hill,2019,Mathematics,370,4,3,"Floor 3, Section B",Available
BK000383,978-1267203009,Advanced Art,Laura Wilson,Pearson,2011,Art,342,5,6,"Floor 1, Section A",Reserved
BK000384,978-1902276603,Introduction to Science,Anthony Anderson,Cambridge,2018,History,500,3,7,"Floor 3, Section A",Checked Out
BK000385,978-8237324515,Introduction to Science,Helen Miller,Cengage,2022,Science,337,5,2,"Floor 1, Section B",Available
BK000386,978-6848777226,Principles of Mathematics,Kenneth Miller,Cambridge,2011,Computer Science,390,7,7,"Floor 3, Section B",Available
BK000387,978-2968737155,Modern Business,Donna Wright,Cengage,2023,Computer Science,342,5,2,"Floor 1, Section A",Reserved
BK000388,978-8589110951,Principles of Science,Jason Miller,Cambridge,2005,Mathematics,309,2,7,"Floor 3, Section A",Available
BK000389,978-8234645206,Introduction to Literature,Thomas White,Wiley,2017,Art,367,4,3,"Floor 3, Section C",Available
BK000390,978-8966112771,Introduction to Mathematics,Nancy Robinson,Cengage,2011,Business,255,1,2,"Floor 2, Section C",Available
BK000391,978-9954067083,Modern Art,Susan Lee,Pearson,2020,Literature,444,2,2,"Floor 2, Section C",Available
BK000392,978-9726537950,Principles of History,Nancy Martin,Wiley,2024,History,206,5,1,"Floor 3, Section A",Available
BK000393,978-9355004187,Principles of History,Jason Thomas,Cambridge,2019,Business,206,4,7,"Floor 3, Section A",Available
BK000394,978-9970309120,Introduction to Computer Science,Kenneth Anderson,Oxford,2012,Science,540,1,3,"Floor 1, Section C",Available
BK000395,978-3042440865,Advanced Mathematics,Donna Torres,McGraw-Hill,2011,Business,550,4,2,"Floor 1, Section B",Available
BK000396,978-4936613206,Principles of Science,Robert Williams,McGraw-Hill,2022,Science,257,5,5,"Floor 3, Section C",Available
BK000397,978-5061684090,Introduction to Business,Brian Scott,Oxford,2005,Literature,352,3,7,"Floor 2, Section A",Checked Out
BK000398,978-7771826238,Modern Mathematics,Robert Jackson,McGraw-Hill,2010,Art,451,1,2,"Floor 3, Section A",Checked Out
BK000399,978-8708239072,Advanced Science,Anthony Perez,Wiley,2024,Computer Science,287,8,6,"Floor 2, Section A",Reserved
BK000400,978-7466569972,Introduction to Science,Christopher King,Cambridge,2008,Literature,272,7,4,"Floor 2, Section B",Available
BK000401,978-5019797697,Principles of Business,Susan Jones,Pearson,2012,Mathematics,594,3,1,"Floor 3, Section C",Available
BK000402,978-7986473405,Introduction to Computer Science,Donald Gonzalez,McGraw-Hill,2015,History,537,6,4,"Floor 1, Section C",Available
BK000403,978-5663873401,Introduction to History,Lisa Ramirez,Wiley,2010,Computer Science,567,4,7,"Floor 2, Section A",Checked Out
BK000404,978-1618126134,Modern Business,Sarah Brown,Cengage,2020,Mathematics,332,4,3,"Floor 1, Section B",Available
BK000405,978-1559918135,Introduction to Art,Jessica Flores,McGraw-Hill,2021,Art,576,8,6,"Floor 3, Section B",Available
BK000406,978-9579904477,Principles of Business,Deborah Martin,Cambridge,2008,Art,425,3,2,"Floor 3, Section A",Available
BK000407,978-6496994231,Modern Mathematics,Christopher Robinson,Wiley,2019,History,213,7,1,"Floor 2, Section C",Reserved
BK000408,978-7265038853,Modern History,Jacob Thomas,Wiley,2017,Science,265,1,7,"Floor 3, Section A",Checked Out
BK000409,978-1375021146,Principles of Mathematics,Thomas Ramirez,Cambridge,2013,History,410,7,0,"Floor 3, Section C",Available
BK000410,978-8561393025,Advanced Literature,Thomas Flores,Cambridge,2022,Literature,246,4,3,"Floor 2, Section A",Available
BK000411,978-5432529072,Principles of Computer Science,Betty Walker,Pearson,2018,Mathematics,287,5,2,"Floor 1, Section A",Reserved
BK000412,978-6944915226,Introduction to History,Carol Martinez,McGraw-Hill,2007,Business,418,6,7,"Floor 2, Section A",Checked Out
BK000413,978-7422973823,Advanced Science,Karen Jones,Cengage,2012,Art,345,2,6,"Floor 2, Section A",Reserved
BK000414,978-5817284738,Principles of Business,Steven Jones,Cambridge,2011,Business,282,5,4,"Floor 1, Section C",Available
BK000415,978-1997720260,Modern History,Andrew Hernandez,Oxford,2017,Business,483,2,0,"Floor 1, Section B",Available
BK000416,978-1021354725,Advanced History,Kevin Smith,Oxford,2021,Business,555,6,6,"Floor 2, Section A",Checked Out
BK000417,978-5627050712,Modern Art,Sarah Gonzalez,Wiley,2009,History,367,5,3,"Floor 3, Section C",Checked Out
BK000418,978-5603901235,Introduction to Art,Helen Perez,Pearson,2021,Literature,306,1,1,"Floor 2, Section C",Reserved
BK000419,978-3372438901,Introduction to Mathematics,Christopher Wilson,Cengage,2009,Computer Science,501,4,1,"Floor 3, Section C",Reserved
BK000420,978-1102623168,Advanced Mathematics,Jason Young,Cambridge,2017,Science,264,3,2,"Floor 1, Section C",Available
BK000421,978-5040496319,Advanced Business,Deborah Miller,Cambridge,2007,Computer Science,280,7,5,"Floor 2, Section A",Available
BK000422,978-6601454272,Modern Art,Ryan Ramirez,McGraw-Hill,2017,Business,331,8,2,"Floor 3, Section B",Available
BK000423,978-3670257802,Principles of Mathematics,Anthony Jackson,McGraw-Hill,2006,Science,466,8,1,"Floor 2, Section B",Available
BK000424,978-4957506920,Modern History,Barbara Lee,Oxford,2012,Literature,301,1,3,"Floor 1, Section A",Reserved
BK000425,978-1391421928,Introduction to Science,Kenneth Clark,Oxford,2010,Mathematics,502,1,6,"Floor 1, Section C",Checked Out
BK000426,978-8566663926,Introduction to Computer Science,Brian Thomas,Oxford,2012,Art,379,3,7,"Floor 3, Section B",Reserved
BK000427,978-2187156263,Modern History,Dorothy Hill,Pearson,2023,Computer Science,529,8,1,"Floor 1, Section A",Reserved
BK000428,978-4053998506,Advanced History,Donna Wilson,Cengage,2017,Art,261,1,5,"Floor 1, Section C",Checked Out
BK000429,978-2115209528,Modern Science,Karen Martin,Pearson,2016,Computer Science,219,7,8,"Floor 1, Section C",Checked Out
BK000430,978-2577618898,Advanced Business,Kenneth Flores,McGraw-Hill,2018,History,223,1,1,"Floor 2, Section C",Checked Out
BK000431,978-7160845982,Introduction to Science,Nancy Harris,Pearson,2016,Science,464,4,4,"Floor 3, Section C",Checked Out
BK000432,978-7008699930,Modern Mathematics,Steven Lopez,Wiley,2012,Science,224,6,8,"Floor 1, Section C",Available
BK000433,978-7214331255,Modern History,Kevin Johnson,Oxford,2021,Mathematics,547,5,3,"Floor 2, Section C",Available
BK000434,978-9547052984,Advanced Computer Science,Joseph Lewis,McGraw-Hill,2010,History,553,5,5,"Floor 3, Section B",Available
BK000435,978-5229633128,Advanced Literature,Dorothy Moore,Pearson,2006,Mathematics,541,3,8,"Floor 1, Section C",Available
BK000436,978-8672700305,Advanced Art,Edward Wright,Pearson,2010,Business,550,2,3,"Floor 1, Section A",Available
BK000437,978-3798552359,Introduction to Art,Mary Robinson,Wiley,2010,Business,446,7,2,"Floor 3, Section C",Checked Out
BK000438,978-9456022151,Introduction to Business,Jeffrey Perez,Cambridge,2023,Literature,484,6,4,"Floor 1, Section A",Reserved
BK000439,978-3684475778,Modern Business,Kevin Williams,Cambridge,2010,Computer Science,307,6,1,"Floor 1, Section C",Available
BK000440,978-1983894334,Introduction to Literature,Jeffrey Allen,Wiley,2018,Literature,559,6,6,"Floor 3, Section A",Reserved
BK000441,978-4054909390,Advanced Mathematics,David Young,Pearson,2022,Science,266,8,7,"Floor 3, Section B",Available
BK000442,978-2885374093,Introduction to Business,Nancy Young,Oxford,2005,Literature,427,6,6,"Floor 1, Section B",Available
BK000443,978-7485160937,Principles of History,Brian Rodriguez,McGraw-Hill,2007,Mathematics,516,5,4,"Floor 1, Section B",Checked Out
BK000444,978-1110805562,Modern Mathematics,Kimberly Garcia,Cengage,2020,History,588,2,0,"Floor 3, Section B",Available
BK000445,978-4182363192,Principles of Art,Laura Thompson,Oxford,2016,Computer Science,257,7,3,"Floor 3, Section C",Checked Out
BK000446,978-8454710688,Advanced Computer Science,Michelle Clark,Cambridge,2014,Literature,553,1,8,"Floor 1, Section B",Checked Out
BK000447,978-9751133994,Advanced Business,Susan Lewis,Cengage,2022,Mathematics,457,6,2,"Floor 2, Section A",Checked Out
BK000448,978-4010100349,Advanced History,Helen Perez,Cambridge,2023,Science,309,2,7,"Floor 1, Section A",Available
BK000449,978-9911679965,Introduction to Mathematics,Nancy Martin,Oxford,2022,Business,205,1,3,"Floor 2, Section C",Available
BK000450,978-6858557804,Principles of Art,Elizabeth Ramirez,McGraw-Hill,2010,Literature,451,7,1,"Floor 2, Section A",Available
BK000451,978-3515400167,Advanced Computer Science,Brian Brown,Wiley,2012,Art,328,8,4,"Floor 2, Section B",Available
